Klient;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;Suma_Miesiecy;Wrocil;Typ_Ceny;Staly_Klient;Pierwsza płatność;Ostatnia płatność;Kohorta;Grupa Kohort;Czas dostępu;Zmiana planu;Status_Sub;LTV_Total
659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;8;0;Standardowa;Nie;2025-07-24;2026-02-24;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1592,0
660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-07-25;2025-07-25;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-07-26;2025-07-26;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-26;2025-08-28;07.2025;3. Wzrost;Miesiąc;Upgrade;Aktywny;1689,0
663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3;0;Standardowa;Nie;2025-07-28;2025-09-28;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-28;2025-07-28;07.2025;3. Wzrost;Rok;Stabilne;Aktywny;1192,0
665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;Promocyjna;Nie;2025-07-28;2025-09-30;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;415,63
666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-29;2025-07-29;07.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-07-29;2025-08-29;07.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-29;2025-07-29;07.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;9;0;Standardowa;Nie;2025-07-30;2025-07-30;07.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;7;0;Standardowa;Nie;2025-08-04;2026-02-04;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1393,0
671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-04;2025-08-04;08.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-08-04;2025-09-04;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;4;0;Standardowa;Nie;2025-08-04;2025-11-04;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;4;0;Standardowa;Nie;2025-08-07;2025-11-07;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;Standardowa;Nie;2025-08-08;2025-10-08;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-09;2025-08-09;08.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;Standardowa;Nie;2025-08-10;2025-10-10;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-11;2026-03-11;08.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1592,0
679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-08-11;2025-08-11;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;4;0;Standardowa;Nie;2025-08-12;2025-11-12;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;7;0;Standardowa;Nie;2025-08-12;2026-02-12;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1393,0
682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-08-12;2025-08-12;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Promocyjna;Nie;2025-08-12;2026-03-12;08.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1273,6
684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;5;0;Standardowa;Nie;2025-08-12;2025-12-12;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;Standardowa;Nie;2025-08-13;2025-10-13;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;Standardowa;Nie;2025-08-14;2025-10-14;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-08-16;2025-08-16;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-08-18;2025-08-18;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-08-19;2025-08-19;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-19;2025-08-19;08.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;Standardowa;Nie;2025-08-19;2025-10-19;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-20;2025-08-20;08.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-21;2026-03-21;08.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1592,0
694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-26;2025-08-26;08.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-26;2026-03-26;08.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1592,0
696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-08-26;2025-08-26;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;5;0;Standardowa;Nie;2025-08-28;2025-12-28;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;Standardowa;Nie;2025-08-28;2025-09-28;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Standardowa;Nie;2025-08-28;2025-08-28;08.2025;3. Wzrost;Rok;Stabilne;Aktywny;1341,0
700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;7;0;Promocyjna;Nie;2025-08-28;2026-02-28;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1253,7
701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;8;0;Promocyjna;Nie;2025-08-29;2026-03-29;08.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1432,8
702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;4;0;Standardowa;Nie;2025-08-30;2025-11-30;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;5;1;Standardowa;Nie;2025-08-30;2026-02-06;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;7;0;Standardowa;Nie;2025-08-31;2026-02-28;08.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;1393,0
705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-01;2025-09-01;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;5;0;Standardowa;Nie;2025-09-01;2026-01-01;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-01;2025-09-01;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-02;2025-09-02;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1341,0
709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-02;2025-09-02;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;Standardowa;Nie;2025-09-02;2025-11-02;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-02;2025-09-02;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-02;2026-03-02;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-03;2025-09-03;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-03;2025-09-03;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-09-03;2025-09-03;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;Standardowa;Nie;2025-09-04;2025-11-04;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-04;2025-09-04;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;5;0;Standardowa;Nie;2025-09-04;2026-01-04;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-05;2025-09-05;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Promocyjna;Nie;2025-09-05;2025-10-05;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;358,2
721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-05;2026-03-05;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-05;2025-09-05;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-06;2025-09-06;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-09-06;2025-09-06;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;189,05
725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-06;2025-09-06;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1341,0
726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-09-06;2025-09-06;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Standardowa;Nie;2025-09-06;2025-10-06;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;1;Standardowa;Nie;2025-09-07;2025-12-01;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-07;2026-03-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1114,3999999999999
731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Promocyjna;Nie;2025-09-07;2025-10-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;318,4
732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Standardowa;Nie;2025-09-07;2025-10-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2026-03-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1192,0
738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Promocyjna;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;189,05
739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-07;2026-03-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1114,3999999999999
741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2026-03-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-09-07;2025-09-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-07;2026-03-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;5;1;Standardowa;Nie;2025-09-07;2026-02-07;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;6;1;Standardowa;Nie;2025-09-08;2026-03-23;09.2025;3. Wzrost;Miesiąc;Upgrade;Aktywny;2394,0
746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;4;0;Standardowa;Nie;2025-09-08;2025-12-18;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;5;0;Standardowa;Nie;2025-09-08;2026-01-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-08;2026-03-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1114,3999999999999
753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2026-03-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2026-03-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2026-03-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1393,0
756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-08;2026-03-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Aktywny;1114,3999999999999
757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;4;0;Standardowa;Nie;2025-09-08;2025-12-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;796,0
758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1341,0
760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Standardowa;Nie;2025-09-08;2025-10-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;398,0
761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1415,5
762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Promocyjna;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1415,5
763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;Standardowa;Nie;2025-09-08;2025-11-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;597,0
764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;5;0;Standardowa;Nie;2025-09-08;2026-01-08;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;995,0
765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;7;0;Standardowa;Nie;2025-09-08;2025-09-08;09.2025;3. Wzrost;Rok;Stabilne;Aktywny;1490,0
766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-09-10;2025-09-10;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;199,0
767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;Standardowa;Nie;2025-09-12;2025-09-12;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;249,0
768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;3;0;Standardowa;Nie;2025-09-13;2025-11-13;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;747,0
769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;Standardowa;Nie;2025-09-15;2025-10-15;09.2025;3. Wzrost;Miesiąc;Stabilne;Wygasły;498,0
